objectid,c_mun_via,via_loc,nombre_calle,nombre_municipio
20359,5006700348,Barrio Pozas   (Calatayud),Barrio Pozas,Calatayud
20362,5006700356,Calle Via Dueville   (Calatayud),Calle Via Dueville,Calatayud
20366,5006700361,Travesía Barrio Verde   (Calatayud),Travesía Barrio Verde,Calatayud
20367,5006700362,Plaza San Miguel   (Calatayud),Plaza San Miguel,Calatayud
20624,5008800008,Camino Cementerio   (Cosuenda),Camino Cementerio,Cosuenda
20627,5008800013,Calle Hospital   (Cosuenda),Calle Hospital,Cosuenda
20631,5003400060,Calle Camino U   (Ariza),Calle Camino U,Ariza
19831,4490000173,Vereda Cañadizos   (Villaespesa),Vereda Cañadizos,Villaespesa
20356,5006700343,Ronda Puente Seco   (Calatayud),Ronda Puente Seco,Calatayud
31823,5090001459,Calle Castillo Javier   (Zaragoza),Calle Castillo Javier,Zaragoza
19835,4490000178,Carretera Cubla   (Teruel),Carretera Cubla,Teruel
19838,4490000184,Calle Iglesia   (Condud),Calle Iglesia,Condud
19841,4490000229,Calle Hijar   (Teruel),Calle Hijar,Teruel
19844,4490000233,Plaza Juderia   (Teruel),Plaza Juderia,Teruel
19846,4490000235,Plaza La Merced   (Teruel),Plaza La Merced,Teruel
19848,4490000283,Barrio San Blas   (San Blas),Barrio San Blas,San Blas
19850,5000100013,Calle Terrero   (Abanto),Calle Terrero,Abanto
20090,5002222272,Carretera A-230   (La Almolda),Carretera A-230,La Almolda
20354,5006700341,Calle San Iñigo   (Calatayud),Calle San Iñigo,Calatayud
20360,5006700349,Grupo Sindical   (Calatayud),Grupo Sindical,Calatayud
20364,5006700359,Travesía Mesones   (Calatayud),Travesía Mesones,Calatayud
20368,5006700363,Calle Eduardo Ibarra   (Calatayud),Calle Eduardo Ibarra,Calatayud
20593,5006723655,Carretera CV-901   (Embid de La Ribera),Carretera CV-901,Embid de La Ribera
20595,5008600027,Calle Palomar   (Codos),Calle Palomar,Codos
20599,5008600031,Calle Trascasa Alta   (Codos),Calle Trascasa Alta,Codos
20603,5008622951,Carretera A-1505   (Codos),Carretera A-1505,Codos
20344,5006700331,Calle Olivillo   (Embid de La Ribera),Calle Olivillo,Embid de La Ribera
20612,5008700013,Calle Deposito   (Contamina),Calle Deposito,Contamina
19828,4490000168,Avenida Zaragoza   (Teruel),Avenida Zaragoza,Teruel
19830,4490000172,Carretera Alcañiz   (Teruel),Carretera Alcañiz,Teruel
20102,5002300017,Calle Moreria   (Almonacid de La Cuba),Calle Moreria,Almonacid de La Cuba
20347,5006700334,Calle Teruel   (Calatayud),Calle Teruel,Calatayud
20351,5006700338,Calle Pablo Luna   (Calatayud),Calle Pablo Luna,Calatayud
20617,5008800000,-    (Cosuenda),-,Cosuenda
20091,5002222549,Carretera N-II   (La Almolda),Carretera N-II,La Almolda
20093,5002300002,Barrio Alto   (Almonacid de La Cuba),Barrio Alto,Almonacid de La Cuba
20097,5002300010,Calle Extramuros   (Almonacid de La Cuba),Calle Extramuros,Almonacid de La Cuba
20105,5002300022,Plaza Pardo Santayana   (Almonacid de La Cuba),Plaza Pardo Santayana,Almonacid de La Cuba
20107,5002300025,Calle Enmedio   (Almonacid de La Cuba),Calle Enmedio,Almonacid de La Cuba
20336,5003100123,Calle Zarza   (Aranda de Moncayo),Calle Zarza,Aranda de Moncayo
20610,5008700011,Calle La Plaza   (Contamina),Calle La Plaza,Contamina
20618,5008800001,Calle Amargura   (Cosuenda),Calle Amargura,Cosuenda
20620,5008800004,Calle Aguarón   (Cosuenda),Calle Aguarón,Cosuenda
19856,5000100020,Camino Valdenogueras   (Abanto),Camino Valdenogueras,Abanto
19863,5000200006,Calle Hospital   (Acered),Calle Hospital,Acered
19864,5000200007,Calle Iglesia   (Acered),Calle Iglesia,Acered
19870,5000200013,Barrio Tajada   (Acered),Barrio Tajada,Acered
19871,5000200014,Calle juela   (Acered),Calle juela,Acered
19876,5000221671,Carretera Z-V-4212   (Acered),Carretera Z-V-4212,Acered
19877,5000300002,Avenida Colón   (Agón),Avenida Colón,Agón
19878,5000300003,Edificios Diseminados   (Agón),Edificios Diseminados,Agón
19879,5000300004,Calle Eras   (Agón),Calle Eras,Agón
19881,5000300007,Calle Aragón   (Agón),Calle Aragón,Agón
19882,5000300008,Calle Goya Francisco   (Agón),Calle Goya Francisco,Agón
20100,5002300014,Calle Mayor   (Almonacid de La Cuba),Calle Mayor,Almonacid de La Cuba
20113,5002300032,Calle Letra C   (Almonacid de La Cuba),Calle Letra C,Almonacid de La Cuba
20358,5006700347,Calle Paz   (Calatayud),Calle Paz,Calatayud
20141,4422500020,Camino Tremedal   (Seno),Camino Tremedal,Seno
20604,5008622970,Carretera A-1306   (Codos),Carretera A-1306,Codos
19858,5000123486,Carretera A-2506   (Abanto),Carretera A-2506,Abanto
20642,5003400073,Calle Teruel   (Ariza),Calle Teruel,Ariza
23014,5005300020,Calle Santo Cristo   (Boquiñeni),Calle Santo Cristo,Boquiñeni
23812,5016800013,Calle Callizo Mozo   (Mezalocha),Calle Callizo Mozo,Mezalocha
19859,5000200001,Calle Alta   (Acered),Calle Alta,Acered
19866,5000200009,Calle Mesón   (Acered),Calle Mesón,Acered
19872,5000200015,Calle Portillo   (Acered),Calle Portillo,Acered
19880,5000300005,Plaza España   (Agón),Plaza España,Agón
20108,5002300027,Calle Tras Barrio Verde   (Almonacid de La Cuba),Calle Tras Barrio Verde,Almonacid de La Cuba
20115,5002300034,Calle Letra E   (Almonacid de La Cuba),Calle Letra E,Almonacid de La Cuba
20117,5002300036,Calle Letra G   (Almonacid de La Cuba),Calle Letra G,Almonacid de La Cuba
20119,5002300038,Edificios Diseminados   (Almonacid de La Cuba),Edificios Diseminados,Almonacid de La Cuba
20125,5002400001,Calle Administración   (Almonacid de La Sierra),Calle Administración,Almonacid de La Sierra
20126,5002400002,Calle San Isidro   (Almonacid de La Sierra),Calle San Isidro,Almonacid de La Sierra
